Gene,Correlation,Uncorrected_P,FDR_P,Significant_FDR,Abs_Corr
MZT2A,0.17590818634794736,0.00566501923418525,0.03276720887038619,True,0.17590818634794736
PGBD4,-0.17588964627771675,0.005670168068376366,0.03276720887038619,True,0.17588964627771675
ATG4D,-0.17579976724159885,0.005695188232950311,0.032857576922227336,True,0.17579976724159885
CFL2,-0.17571633692556113,0.005718501747838457,0.032937817633109004,True,0.17571633692556113
VPS37B,0.17556922549873133,0.0057598185888240935,0.03297922944861036,True,0.17556922549873133
GALNT16,0.17556237373364614,0.005761749438603485,0.03297922944861036,True,0.17556237373364614
C12orf45,0.17555108847350576,0.005764930926291765,0.03297922944861036,True,0.17555108847350576
MICU3,-0.17553496667330523,0.0057694786396436885,0.03297922944861036,True,0.17553496667330523
ALKAL2,0.17552327836815984,0.005772777741861266,0.03297922944861036,True,0.17552327836815984
IL13RA1,0.17546564293244302,0.005789070462338837,0.03301844423307917,True,0.17546564293244302
PTPN4,-0.1754007526866359,0.005807463315954947,0.033069490296706056,True,0.1754007526866359
WFDC1,0.1753616573211496,0.0058185699845996084,0.03307894819166855,True,0.1753616573211496
C4orf33,-0.17530764929047785,0.005833944523067045,0.03311259922168686,True,0.17530764929047785
HACD4,0.17518794492398898,0.005868150732876712,0.03325285415296803,True,0.17518794492398898
GABRB3,0.17477643597387066,0.005987116455118607,0.03384545274480568,True,0.17477643597387066
LIN9,-0.1747595080836601,0.005992056168412199,0.03384545274480568,True,0.1747595080836601
SMIM10L2A,0.17468292953270761,0.006014448118185853,0.03391722594184679,True,0.17468292953270761
MID2,-0.17457410738135407,0.006046397144084467,0.03396469020196006,True,0.17457410738135407
MRAP2,-0.17453138461082268,0.006058981573089978,0.03396469020196006,True,0.17453138461082268
LIMD2,0.1745200993506823,0.0060623096745368804,0.03396469020196006,True,0.1745200993506823
CDKN2D,0.1744918862003314,0.006070637089235923,0.03396469020196006,True,0.1744918862003314
B4GALT6,-0.1744467451597699,0.006083982253902676,0.03396469020196006,True,0.1744467451597699
MDGA1,0.17442941422455438,0.006089112816680725,0.03396469020196006,True,0.17442941422455438
RFPL2,-0.17437661532889767,0.006104767016744493,0.03396469020196006,True,0.17437661532889767
MYO19,-0.17437056965382244,0.006106561779010017,0.03396469020196006,True,0.17437056965382244
KCNG1,0.17435847830367207,0.0061101527205125175,0.03396469020196006,True,0.17435847830367207
CFD,0.17429600632789505,0.006128736046081995,0.034013999418984385,True,0.17429600632789505
TSPAN13,-0.17421378514687239,0.006153271197461943,0.03404884363111689,True,0.17421378514687239
GTF2H5,0.17417912327644125,0.006163640761173777,0.03404884363111689,True,0.17417912327644125
SCARA5,0.17414889490106528,0.006172696748765234,0.03404884363111689,True,0.17414889490106528
WWTR1,0.17414486445101512,0.0061739051130094875,0.03404884363111689,True,0.17414486445101512
DNAAF4,0.17401750222943102,0.006212198625418418,0.0342061628714077,True,0.17401750222943102
CCDC78,-0.17378816962157856,0.0062816873918482815,0.0345073161262351,True,0.17378816962157856
UFC1,0.17377204782137803,0.006286598426195888,0.0345073161262351,True,0.17377204782137803
RASD2,-0.17355279133865092,0.00635373032120042,0.03481162256654527,True,0.17355279133865092
HSPA4L,-0.17352619036832004,0.00636191845876327,0.03481162256654527,True,0.17352619036832004
RRAS2,0.17340447077680612,0.006399505905997115,0.034940895849864505,True,0.17340447077680612
TLE1,0.1733851246165655,0.006405498325417766,0.034940895849864505,True,0.1733851246165655
ID4,0.17317997470901383,0.006469352340771327,0.03520703276418475,True,0.17317997470901383
PDGFC,0.1731638529088133,0.006474394374681604,0.03520703276418475,True,0.1731638529088133
RSPH1,0.1730256084720938,0.006517774247469831,0.035362089477394686,True,0.1730256084720938
CAPG,0.1730086805818833,0.006523103884179602,0.035362089477394686,True,0.1730086805818833
BCAT1,-0.17292525026584557,0.006549428335171012,0.0354117407453722,True,0.17292525026584557
SIRT4,-0.17291557718572526,0.00655248657995465,0.0354117407453722,True,0.17291557718572526
CIT,-0.17286076306504347,0.006569840755473838,0.03543760035415721,True,0.17286076306504347
ADRA2C,0.1728365803647427,0.006577510060023469,0.03543760035415721,True,0.1728365803647427
PPARA,0.17271526381823374,0.006616105289019208,0.035545865751225106,True,0.17271526381823374
PLPPR2,0.17270962118816358,0.0066179053311818305,0.035545865751225106,True,0.17270962118816358
CNTN4,-0.17267092886768232,0.006630260271275008,0.03555768984686842,True,0.17267092886768232
AKT1S1,-0.1725669432563889,0.0066635663624725686,0.0356562125418996,True,0.1725669432563889
C2orf80,0.17254437273610823,0.006670815306022082,0.0356562125418996,True,0.17254437273610823
RIIAD1,0.17250769564065202,0.00668260986715947,0.0356562125418996,True,0.17250769564065202
RFC3,0.17248673730039135,0.006689357978306121,0.0356562125418996,True,0.17248673730039135
ATP10A,-0.1723904095441932,0.0067204516926422896,0.03573194478148644,True,0.1723904095441932
CDH11,0.17237952732905787,0.006723972476013583,0.03573194478148644,True,0.17237952732905787
DLL3,0.17229730614803518,0.006750627250093706,0.03577614488253134,True,0.17229730614803518
TGFBI,0.17229085742795497,0.006752721806782757,0.03577614488253134,True,0.17229085742795497
SPHK1,-0.17211351762574922,0.006810550070514781,0.036028015629822906,True,0.17211351762574922
ANAPC11,0.17207039181021283,0.006824679535147905,0.03604830728821714,True,0.17207039181021283
DIO2,0.17192731083343318,0.006871745356724598,0.03615472103503185,True,0.17192731083343318
AMD1,-0.17190675553817752,0.006878530681227974,0.03615472103503185,True,0.17190675553817752
RRM2B,-0.17189909768308229,0.006881060076314444,0.03615472103503185,True,0.17189909768308229
PSMG3-AS1,0.1718386409323303,0.006901058161301812,0.03615472103503185,True,0.1718386409323303
IL34,0.1718164734570546,0.006908403783683195,0.03615472103503185,True,0.1718164734570546
SMAD3,0.17180518819691423,0.006912146054081494,0.03615472103503185,True,0.17180518819691423
CORO2A,-0.17179027553172874,0.0069170939730072364,0.03615472103503185,True,0.17179027553172874
LINC01637,-0.1717584349763327,0.00692766903333013,0.03615603122909407,True,0.1717584349763327
ACTG1,0.171612935729523,0.006976176941137765,0.036338286177121204,True,0.171612935729523
VAV3,-0.1715613459688813,0.006993449090038836,0.036338286177121204,True,0.1715613459688813
NHSL1,0.1715605398788713,0.006993719269954224,0.036338286177121204,True,0.1715605398788713
HSDL2,0.17142471371218188,0.0070393778477029455,0.03652133514467513,True,0.17142471371218188
FER1L4,-0.1713235494159236,0.0070735573396792095,0.036644375449048215,True,0.1713235494159236
ARHGAP28,0.17113855175862258,0.007136444084905425,0.03691554975677814,True,0.17113855175862258
ARRB1,0.17110630815822156,0.007147455638992048,0.036917978831489895,True,0.17110630815822156
CANX,0.171058345802625,0.007163863370352184,0.036948231992596975,True,0.171058345802625
TPTE2P6,-0.1710156230320936,0.007178506947489873,0.03696931077957285,True,0.1710156230320936
GABRA5,0.17097088503653715,0.0071938698745382616,0.036994026873176204,True,0.17097088503653715
TIMP1,0.17086569029022874,0.007230109128390478,0.03712586828097281,True,0.17086569029022874
PRKG1,0.17082175838468233,0.0072452916664263465,0.037132895198839264,True,0.17082175838468233
SYT17,0.17080039699941663,0.007252684270704185,0.037132895198839264,True,0.17080039699941663
PDE1A,0.17067182564281744,0.007297321646138281,0.03730689110186315,True,0.17067182564281744
KCNAB3,-0.17063192418732115,0.00731122435031494,0.03732348057551446,True,0.17063192418732115
CACNG2,-0.17048723103052144,0.0073618375308712024,0.037510777525305516,True,0.17048723103052144
BMS1P14,0.17046586964525576,0.007369336075788177,0.037510777525305516,True,0.17046586964525576
B9D1,0.1702514497025888,0.007444982550957988,0.037840825679905474,True,0.1702514497025888
GMIP,0.17019945689694213,0.007463429342549743,0.03787960805450608,True,0.17019945689694213
ARHGEF16,-0.17013819405618014,0.007485217369337138,0.037935211617103705,True,0.17013819405618014
DIAPH3,0.1700072044295509,0.007531993895277681,0.03811711361454109,True,0.1700072044295509
OBSCN,0.16990080054822743,0.007570182377908912,0.03825509190106351,True,0.16990080054822743
SEMA4A,0.1697855296767937,0.007611747831647173,0.03840971312165476,True,0.1697855296767937
LTBP4,0.16965776441020455,0.007658056102835963,0.03858778772968567,True,0.16965776441020455
ARHGAP9,-0.16953161132363545,0.0077040261051857595,0.03876364859247203,True,0.16953161132363545
ANKS6,-0.1694747819779286,0.007724814814680757,0.03877471004088144,True,0.1694747819779286
FAM43B,-0.1694493901426128,0.007734119524528966,0.03877471004088144,True,0.1694493901426128
PCID2,-0.16943488052243233,0.007739440981889243,0.03877471004088144,True,0.16943488052243233
AKAP12,-0.16938006640175055,0.007759573704743286,0.03882003873430141,True,0.16938006640175055
VPS37D,0.16926761684535188,0.007801021430074877,0.03896966196164888,True,0.16926761684535188
FAM111A,0.16918217130428911,0.007832647445454703,0.03896966196164888,True,0.16918217130428911
SMIM10L2B,0.16917894694424904,0.00783384311193262,0.03896966196164888,True,0.16917894694424904
DAP,0.16917854389924397,0.00783399258166785,0.03896966196164888,True,0.16917854389924397
CCDC6,0.16911163842841184,0.007858839780417558,0.03902863939986453,True,0.16911163842841184
MCTP1,0.16908664963810102,0.007868138040064065,0.03902863939986453,True,0.16908664963810102
GLUD2,0.168962914821562,0.007914323887249827,0.03920220969327991,True,0.168962914821562
RNASE6,0.16891817682600554,0.007931082310854348,0.03922973199521459,True,0.16891817682600554
GNG12,0.16885973530027867,0.007953021521021519,0.03924021950546538,True,0.16885973530027867
TRPC3,-0.16883998609503303,0.007960447662486141,0.03924021950546538,True,0.16883998609503303
