Gene,Correlation,Uncorrected_P,FDR_P,Significant_FDR,Abs_Corr,AB_P
CANX,0.171058345802625,0.0071638633703521,0.0369482319925969,True,0.171058345802625,0.0605
TPTE2P6,-0.1710156230320936,0.0071785069474898,0.0369693107795728,True,0.1710156230320936,0.002
GABRA5,0.1709708850365371,0.0071938698745382,0.0369940268731762,True,0.1709708850365371,0.0075
TIMP1,0.1708656902902287,0.0072301091283904,0.0371258682809728,True,0.1708656902902287,0.0005
PRKG1,0.1708217583846823,0.0072452916664263,0.0371328951988392,True,0.1708217583846823,0.014
SYT17,0.1708003969994166,0.0072526842707041,0.0371328951988392,True,0.1708003969994166,0.01
PDE1A,0.1706718256428174,0.0072973216461382,0.0373068911018631,True,0.1706718256428174,0.029
KCNAB3,-0.1706319241873211,0.0073112243503149,0.0373234805755144,True,0.1706319241873211,0.0025
CACNG2,-0.1704872310305214,0.0073618375308712,0.0375107775253055,True,0.1704872310305214,0.002
BMS1P14,0.1704658696452557,0.0073693360757881,0.0375107775253055,True,0.1704658696452557,0.0275
B9D1,0.1702514497025888,0.0074449825509579,0.0378408256799054,True,0.1702514497025888,0.056
GMIP,0.1701994568969421,0.0074634293425497,0.037879608054506,True,0.1701994568969421,0.002
ARHGEF16,-0.1701381940561801,0.0074852173693371,0.0379352116171037,True,0.1701381940561801,0.119
DIAPH3,0.1700072044295509,0.0075319938952776,0.038117113614541,True,0.1700072044295509,0.0095
OBSCN,0.1699008005482274,0.0075701823779089,0.0382550919010635,True,0.1699008005482274,0.0015
SEMA4A,0.1697855296767937,0.0076117478316471,0.0384097131216547,True,0.1697855296767937,0.0215
LTBP4,0.1696577644102045,0.0076580561028359,0.0385877877296856,True,0.1696577644102045,0.0865
ARHGAP9,-0.1695316113236354,0.0077040261051857,0.038763648592472,True,0.1695316113236354,0.003
ANKS6,-0.1694747819779286,0.0077248148146807,0.0387747100408814,True,0.1694747819779286,0.024
FAM43B,-0.1694493901426128,0.0077341195245289,0.0387747100408814,True,0.1694493901426128,0.059
PCID2,-0.1694348805224323,0.0077394409818892,0.0387747100408814,True,0.1694348805224323,0.003
AKAP12,-0.1693800664017505,0.0077595737047432,0.0388200387343014,True,0.1693800664017505,0.455
VPS37D,0.1692676168453518,0.0078010214300748,0.0389696619616488,True,0.1692676168453518,0.0125
FAM111A,0.1691821713042891,0.0078326474454547,0.0389696619616488,True,0.1691821713042891,0.0005
SMIM10L2B,0.169178946944249,0.0078338431119326,0.0389696619616488,True,0.169178946944249,0.0085
DAP,0.1691785438992439,0.0078339925816678,0.0389696619616488,True,0.1691785438992439,0.0015
CCDC6,0.1691116384284118,0.0078588397804175,0.0390286393998645,True,0.1691116384284118,0.054
MCTP1,0.169086649638101,0.007868138040064,0.0390286393998645,True,0.169086649638101,0.413
GLUD2,0.168962914821562,0.0079143238872498,0.0392022096932799,True,0.168962914821562,0.0015
RNASE6,0.1689181768260055,0.0079310823108543,0.0392297319952145,True,0.1689181768260055,0.0
GNG12,0.1688597353002786,0.0079530215210215,0.0392402195054653,True,0.1688597353002786,0.0015
TRPC3,-0.168839986095033,0.0079604476624861,0.0392402195054653,True,0.168839986095033,0.0275
SSTR1,0.1688230582048224,0.0079668178379171,0.0392402195054653,True,0.1688230582048224,0.0105
RASAL1,0.1687896054694063,0.0079794198610996,0.0392470903842291,True,0.1687896054694063,0.044
IQCA1,0.1687098025584138,0.0080095541853694,0.0393400543578733,True,0.1687098025584138,0.0015
FIBIN,0.168592516461955,0.0080540263083017,0.0394973843074174,True,0.168592516461955,0.0015
TMEM263,0.1685659154916241,0.0080641432837816,0.0394973843074174,True,0.1685659154916241,0.01
PHYH,-0.1685155348659975,0.0080833352137382,0.0395360892716638,True,0.1685155348659975,0.005
KCTD9,-0.1683418224688368,0.0081498209832729,0.0398056807300164,True,0.1683418224688368,0.0135
TAF10,0.1682688713229294,0.0081778866515529,0.0398732747387433,True,0.1682688713229294,0.0005
PIM3,-0.1682467038476537,0.0081864319066694,0.0398732747387433,True,0.1682467038476537,0.001
C5orf49,0.1681874562319168,0.0082093100355051,0.0399291718671374,True,0.1681874562319168,0.02
SYT15,-0.1680737975405031,0.0082533579203252,0.0400344936344424,True,0.1680737975405031,0.0365
OST4,0.1680725884054881,0.0082538276425092,0.0400344936344424,True,0.1680725884054881,0.0005
CDHR1,0.168009310339701,0.0082784429710896,0.040098350324697,True,0.168009310339701,0.1065
CNNM1,-0.1679718271542348,0.0082930547921384,0.0401136434835203,True,0.1679718271542348,0.001
ANK3,0.1679266861136733,0.0083106822592776,0.040143461064814,True,0.1679266861136733,0.0025
COCH,0.1677904569019789,0.0083640815809759,0.0403457488933576,True,0.1677904569019789,0.0005
NECAB3,-0.1676868743356906,0.0084048879374371,0.0404537802978214,True,0.1676868743356906,0.002
EFEMP1,0.1676473759251993,0.0084204948841652,0.0404537802978214,True,0.1676473759251993,0.001
CTSZ,-0.1676457637451792,0.0084211324492038,0.0404537802978214,True,0.1676457637451792,0.116
GLI3,0.1675349263688006,0.00846506805778,0.0406091347100625,True,0.1675349263688006,0.0
AKR7A2,0.1674647965379284,0.0084929724350973,0.0406801117241132,True,0.1674647965379284,0.0125
GOLPH3,-0.1674394047026125,0.0085030958829385,0.0406801117241132,True,0.1674394047026125,0.005
HIST1H2BK,0.1673700809617503,0.0085307891266907,0.0407569215848169,True,0.1673700809617503,0.0255
CPNE4,-0.1672487644152414,0.0085794451990705,0.0409335382658651,True,0.1672487644152414,0.0165
IFT22,0.1671355087688327,0.008625090681255,0.0410953300214357,True,0.1671355087688327,0.0155
KIAA1107,-0.1670444205976997,0.0086619583919578,0.0412149161530386,True,0.1670444205976997,0.0015
FAM120AOS,0.1669227010061858,0.0087114425777542,0.0413436380565097,True,0.1669227010061858,0.0045
WTIP,0.1668952939458449,0.0087226192835053,0.0413436380565097,True,0.1668952939458449,0.0055
APOM,0.1668908604507898,0.0087244284762309,0.0413436380565097,True,0.1668908604507898,0.0005
DUSP5P1,0.1668183123498874,0.0087540808313236,0.0414127062573158,True,0.1668183123498874,0.132
HSD11B1,-0.1667719621743109,0.0087730722153598,0.0414127062573158,True,0.1667719621743109,0.003
TFEC,0.1667409277089249,0.0087858086265662,0.0414127062573158,True,0.1667409277089249,0.0
RSPH9,0.1667397185739098,0.0087863051825201,0.0414127062573158,True,0.1667397185739098,0.015
MGST1,0.1666256568374911,0.0088332591647963,0.0415780559074149,True,0.1666256568374911,0.001
RAET1E-AS1,0.1665926071470801,0.0088469057695751,0.041586394637654,True,0.1665926071470801,0.016
SLC39A8,-0.1665136103260975,0.0088796003518462,0.0416332813794873,True,0.1665136103260975,0.0075
TUBD1,-0.1664535566203505,0.0089045266267234,0.0416332813794873,True,0.1664535566203505,0.0545
OSBPL2,-0.1664471079002703,0.0089072069632775,0.0416332813794873,True,0.1664471079002703,0.035
DIRAS1,-0.1664317921900799,0.0089135756331538,0.0416332813794873,True,0.1664317921900799,0.01
EFCAB1,0.1664112368948242,0.0089221294113029,0.0416332813794873,True,0.1664112368948242,0.0185
XYLT2,-0.1663918907345836,0.0089301866812297,0.0416332813794873,True,0.1663918907345836,0.0145
BTBD9,0.1663681110792878,0.0089400992568173,0.0416332813794873,True,0.1663681110792878,0.0705
DDAH2,0.1661363602014053,0.009037217444623,0.0419952069747654,True,0.1661363602014053,0.0005
NKAIN4,0.1661254779862699,0.0090418007021625,0.0419952069747654,True,0.1661254779862699,0.0015
STARD9,-0.1660811430357185,0.0090604945594014,0.0420262939695678,True,0.1660811430357185,0.008
ARL16,0.1659267767987985,0.0091258510350685,0.0422326587077726,True,0.1659267767987985,0.024
SYNE4,-0.1659191189437032,0.0091291041238674,0.0422326587077726,True,0.1659191189437032,0.0445
BAIAP2,0.1658695444080866,0.0091501884920705,0.0422743536929171,True,0.1658695444080866,0.239
SLIT3,0.1656901893808558,0.0092268306513305,0.0425575458617133,True,0.1656901893808558,0.049
RND2,-0.1656680219055801,0.0092363427033382,0.0425575458617133,True,0.1656680219055801,0.2305
FEZF2,0.1656410178902442,0.0092479418620113,0.0425575458617133,True,0.1656410178902442,0.14
ANO3,0.1655515418991313,0.0092864672689355,0.0426403742240336,True,0.1655515418991313,0.161
GPLD1,-0.165542674909021,0.0092902928420724,0.0426403742240336,True,0.165542674909021,0.006
SYT2,-0.1654330466676574,0.009337706420166,0.042725105829886,True,0.1654330466676574,0.0145
TMEM200A,0.1653971756622113,0.0093532669431659,0.042725105829886,True,0.1653971756622113,0.019
FABP3,0.165389517807116,0.0093565918290525,0.042725105829886,True,0.165389517807116,0.1695
MTUS2,-0.1653218062462738,0.0093860364485995,0.042725105829886,True,0.1653218062462738,0.0065
TDRD1,-0.1652903687358828,0.0093997350679429,0.042725105829886,True,0.1652903687358828,0.019
