sum
0.00597 
0.00524 
0.00578 
0.00659 
0.00634 
0.00695 
0.00573 
0.00594 
0.00733 
0.00688 
0.00552 
0.00633 
0.00536 
0.00536 
0.00634 
0.00555 
0.00646 
0.00459 
0.00585 
0.00596 
0.00520 
0.00636 
0.00659 
0.00738 
0.00620 
0.00695 
0.00595 
0.00659 
0.00587 
0.00603 
0.00554 
0.00684 
0.00591 
0.00603 
0.00523 
0.00609 
0.00563 
0.00560 
0.00599 
0.00566 
0.00557 
0.00624 
0.00635 
0.00662 
0.00634 
0.00560 
0.00576 
0.00593 
0.00546 
0.00560 
0.00661 
0.00664 
0.00601 
0.00602 
0.00574 
0.00562 
0.00669 
0.00617 
0.00601 
0.00704 
0.00678 
0.00589 
0.00626 
0.00582 
0.00577 
0.00629 
0.00550 
0.00665 
0.00527 
0.00658 
0.00549 
0.00509 
0.00577 
0.00687 
0.00620 
0.00542 
0.00578 
0.00700 
0.00620 
0.00617 
0.00543 
0.00517 
0.00605 
0.00524 
0.00577 
0.00585 
0.00571 
0.00690 
0.00543 
0.00557 
0.00532 
0.00573 
0.00622 
0.00661 
0.00669 
0.00632 
0.00698 
0.00670 
0.00658 
0.00553 
0.00567 
0.00557 
0.00584 
0.00632 
0.00607 
0.00578 
0.00491 
0.00732 
0.00669 
0.00663 
0.00585 
0.00632 
0.00579 
0.00543 
0.00679 
0.00534 
0.00674 
0.00555 
0.00597 
0.00657 
0.00633 
0.00664 
0.00705 
0.00730 
0.00594 
0.00746 
0.00638 
0.00568 
0.00572 
0.00545 
0.00599 
0.00590 
0.00642 
0.00647 
0.00517 
0.00627 
0.00591 
0.00607 
0.00575 
0.00685 
0.00835 
0.00664 
0.00551 
0.00485 
0.00635 
0.00591 
0.00571 
0.00734 
0.00510 
0.00625 
0.00733 
0.00576 
0.00615 
0.00645 
0.00720 
0.00779 
0.00623 
0.00647 
0.00594 
0.00650 
0.00588 
0.00647 
0.00463 
0.00582 
0.00635 
0.00634 
0.00651 
0.00625 
0.00666 
0.00723 
0.00590 
0.00546 
0.00567 
0.00534 
0.00638 
0.00566 
0.00586 
0.00539 
0.00441 
0.00560 
0.00593 
0.00651 
0.00641 
0.00662 
0.00643 
0.00621 
0.00563 
0.00565 
0.00590 
0.00578 
0.00698 
0.00520 
0.00558 
0.00642 
0.00701 
0.00694 
0.00613 
0.00688 
0.00574 
0.00717 
0.00731 
0.00581 
0.00482 
0.00657 
0.00640 
0.00601 
0.00620 
0.00562 
0.00539 
0.00520 
0.00576 
0.00608 
0.00518 
0.00538 
0.00574 
0.00667 
0.00644 
0.00568 
0.00657 
0.00600 
0.00634 
0.00569 
0.00546 
0.00627 
0.00628 
0.00603 
0.00578 
0.00545 
0.00587 
0.00564 
0.00590 
0.00578 
0.00669 
0.00570 
0.00510 
0.00655 
0.00620 
0.00590 
0.00517 
0.00625 
0.00598 
0.00596 
0.00606 
0.00523 
0.00553 
0.00541 
0.00671 
0.00579 
0.00500 
0.00575 
0.00616 
0.00545 
0.00581 
0.00612 
0.00520 
0.00603 
0.00557 
0.00571 
0.00573 
0.00567 
0.00611 
0.00641 
0.00643 
0.00644 
0.00607 
0.00574 
0.00605 
0.00594 
0.00550 
0.00532 
0.00609 
0.00740 
0.00717 
0.00579 
0.00723 
0.00556 
0.00784 
0.00643 
0.00634 
0.00677 
0.00562 
0.00610 
0.00649 
0.00686 
0.00688 
0.00739 
0.00752 
0.00607 
0.00662 
0.00634 
0.00705 
0.00598 
0.00695 
0.00502 
0.00512 
0.00502 
0.00526 
0.00676 
0.00654 
0.00579 
0.00713 
0.00570 
0.00642 
0.00590 
0.00632 
0.00581 
0.00642 
0.00662 
0.00810 
0.00586 
0.00538 
0.00609 
0.00549 
0.00613 
0.00693 
0.00671 
0.00573 
0.00604 
0.00721 
0.00535 
0.00690 
0.00597 
0.00539 
0.00669 
0.00650 
0.00796 
0.00663 
0.00561 
0.00593 
0.00587 
0.00554 
0.00561 
0.00539 
0.00499 
0.00572 
0.00665 
0.00662 
0.00646 
0.00509 
0.00461 
0.00527 
0.00565 
0.00677 
0.00513 
0.00647 
0.00621 
0.00620 
0.00693 
0.00493 
0.00527 
0.00600 
0.00557 
