prediction,true
-0.08573232,-0.546
0.1384736,-0.096
-0.06567426,-0.374
-0.68734996,-0.957
0.50552261,0.952
0.44108882,0.141
0.22791284,-0.385
-0.04605586,0.241
0.21279009,-0.735
-0.15873602,-0.074
-0.08597023,0.725
-0.22586948,-0.594
0.25710998,0.611
0.37681337,-0.17
0.18884401,0.009
0.25817815,0.906
0.18591404,0.882
0.32529205,0.815
0.19586923,-0.809
0.1498427,-0.473
0.05440569,-0.568
0.21679047,0.04
-0.13379776,-0.603
-0.29219604,-0.531
-0.272634,-1.117
-0.2582995,-0.585
0.02869559,0.496
0.06864794,-0.262
-0.11540608,-0.642
-0.16497809,-1.269
0.50694275,0.156
0.19085811,1.567
0.1789203,-0.473
0.37946458,-0.184
-0.24198684,-0.054
0.41090724,0.408
0.68147605,1.785
-0.27781722,0.722
-0.20959976,0.263
0.11641081,-0.673
0.15234693,1.421
-0.19663571,0.524
-0.04875485,-0.607
-0.05216975,0.675
-0.10081453,0.476
0.60881624,0.058
0.0599725,0.253
0.16599401,0.631
0.68985979,-0.033
0.16132656,-0.353
0.56945931,1.198
0.35952368,1.385
0.07357517,-0.473
-0.2407501,-0.209
0.0378444,-0.362
0.17390587,0.36
-0.41703363,-0.264
-0.03263764,-0.974
0.14329383,1.709
-0.13503558,0.421
0.49464624,0.365
-0.11631811,0.986
0.4005469,0.842
0.54604589,0.305
0.61938564,-0.102
0.02018346,-0.473
0.23050537,-0.133
0.20987123,-0.561
-0.05934925,1.955
0.25129845,2.024
0.41406834,0.719
-0.08862287,0.075
0.04862613,-0.473
-0.02483987,0.91
-0.21285414,0.5
0.27868854,1.037
-0.13705237,1.188
0.00858108,0.09
0.21785904,0.253
-0.03425338,-0.473
0.00340696,-0.268
0.18747569,0.241
-0.01330583,0.176
-0.02270508,0.807
-0.24216844,0.112
-0.34648009,-1.134
-0.02896689,0.106
0.44515716,1.333
0.31065891,0.072
0.1635395,1.111
0.06144943,0.03
0.02138039,-0.246
-0.30850912,-0.668
-0.02059125,-0.568
0.06009757,0.718
-0.57543673,0.628
-0.00290377,-0.074
0.2221483,0.068
0.0655821,-0.619
-0.29990652,-0.223
0.15350977,0.913
-0.34262625,0.848
0.27438822,0.32
0.3218535,-1.318
-0.17081352,-0.259
0.06186433,0.397
0.12721057,-0.023
0.0540356,0.415
0.14477272,-0.777
0.06217671,0.67
-0.11058301,-0.582
-0.09386913,0.662
0.01379299,0.558
0.53303016,0.075
0.35478722,-0.316
0.2862578,-0.473
0.17824384,0.384
0.28121699,0.399
0.30964015,0.613
-0.06504353,-0.244
0.44920388,0.964
-0.07791344,-0.041
0.33893946,0.663
0.20028509,-0.616
0.20726274,0.482
0.28663344,0.797
0.03484437,0.04
-0.01814034,0.537
0.28782266,0.384
-0.16173751,0.263
-0.29459052,0.306
0.09032372,2.096
-0.01001834,-0.829
0.36824462,-0.068
-0.01715152,0.321
0.43300933,-0.003
-0.55208393,0.735
0.07980395,0.457
-0.28672117,0.61
-0.03329901,1.225
0.43398351,1.996
-0.10520125,-0.657
-0.22639602,1.135
0.02618896,0.905
0.00347868,0.329
0.33194191,0.441
0.23325019,-0.473
-0.02492541,0.064
-0.03906802,-0.343
-0.28682399,0.327
-0.05731928,-0.714
0.14948234,0.692
-0.34249153,-1.195
-0.05890763,-0.473
-0.23743907,-0.114
0.46499857,-0.423
0.61275361,-1.029
-0.24704811,0.131
-0.05771811,0.282
-0.03682224,0.338
0.10984327,-0.391
-0.16309886,-0.473
0.44462964,-0.435
-0.09013316,-0.748
0.08411192,-0.473
-0.19004532,-0.638
-0.19475046,0.354
-0.10225026,0.079
0.19470037,0.345
-0.15058095,-0.655
-0.03102299,0.19
0.65527017,0.439
-0.04105133,-0.775
0.18129369,0.258
0.11126485,-0.473
0.50465767,-0.929
0.702844,0.935
0.4875286,1.284
-0.14063325,0.733
0.34519313,0.645
0.04260528,-0.928
0.01852719,-0.148
0.29614155,-0.87
0.15333697,0.971
0.02731023,0.437
-0.24491526,-0.384
0.19457912,1.879
0.06362883,-0.473
0.23750793,-0.296
0.19624942,-1.231
-0.46666527,-0.833
0.17399165,1.98
-0.35908846,0.517
0.09641297,0.039
-0.4161163,1.362
-0.18216772,1.02
-0.11841001,-0.081
0.02170609,-0.15
0.01375528,-1.278
0.3530154,0.144
0.50627395,-0.594
-0.32081945,0.311
-0.02850841,-0.473
-0.08085145,0.639
0.01925821,0.072
-0.18945816,-0.751
0.0987256,-0.473
-0.21173686,0.249
-0.18873564,1.61
0.005439,-0.473
-0.0114113,-0.111
0.48182878,-0.582
-0.07391636,-0.993
-0.08298294,-0.156
0.23818486,1.011
0.54641284,0.35
0.06278999,-0.473
0.08253816,0.602
-0.32439403,-0.178
-0.4897615,1.127
-0.08258526,0.681
0.12466972,-0.729
0.49374925,-0.022
0.29222165,-0.147
0.20838111,-0.77
-0.20112508,-0.473
0.11338376,0.114
0.12004645,0.678
-0.00975565,0.055
-0.05901595,-1.097
0.34436732,-0.642
0.35668023,-0.325
0.2058168,1.658
-0.19953331,-0.435
0.1099715,0.723
0.47399356,0.057
0.18537739,1.108
0.08426088,0.084
-0.40824493,0.147
0.66548695,0.321
-0.44374456,-0.294
0.56996247,-0.253
0.03314487,-0.979
-0.16823544,0.319
0.06602925,0.637
-0.09332005,-0.145
0.06422338,0.298
-0.14154581,0.393
0.25897851,-0.361
0.02288635,-0.688
0.07850383,0.489
0.02561108,0.632
0.04187956,-0.291
-0.19420228,-0.473
-0.1407799,-0.777
-0.30057621,0.613
-0.04846246,0.607
0.37270035,0.775
-0.09935142,0.047
0.23941469,-0.63
-0.61853966,-0.863
0.09564666,0.037
0.07722412,-0.939
0.21266483,0.652
-0.03042667,0.149
0.04829351,0.625
0.05175456,0.04
0.31535693,0.375
-0.06955511,-0.771
0.39980858,0.175
-0.06418887,-0.643
-0.18984491,-0.303
-0.11825884,-0.559
0.02713118,0.976
0.56677188,0.447
-0.10251978,-0.702
0.03196096,0.362
0.26655951,0.133
0.38558574,0.444
0.26107726,-0.678
-0.31968825,-0.145
-0.37184712,2.616
-0.34218624,0.072
-0.03053661,0.918
-0.3618514,1.612
-0.15916901,1.345
-0.13014781,-0.571
-0.34140178,0.52
-0.06733089,-0.796
-0.21978082,-0.256
-0.00963533,0.347
-0.25795182,0.16
-0.03090223,-0.558
-0.17283766,0.354
-0.21971414,-0.538
-0.07294412,0.635
-0.19822664,-0.619
-0.28996417,-0.75
-0.39174512,-0.562
0.50258857,0.572
0.0873669,-0.275
0.2703582,0.282
0.1008257,-0.496
-0.19156173,1.964
0.07760309,-0.473
-0.10395399,0.027
0.03334976,-0.165
-0.18707513,-0.629
-0.29690567,0.045
0.08288151,-0.206
0.16165318,0.636
0.07541201,0.075
0.19771266,0.956
-0.09455477,0.072
-0.31024745,0.141
0.08552579,-0.593
0.09216151,0.075
-0.66591776,0.54
-0.13244999,0.136
-0.12534597,1.16
-0.0601226,-0.6
0.38460977,-0.473
0.27953326,-0.473
-0.19451377,0.914
0.01094633,-0.473
-0.04972702,0.094
-0.28159037,-1.257
0.37837934,-0.072
0.06529195,-1.005
0.05244483,1.746
-0.11616593,-0.21
0.15336263,0.815
-0.32313494,-0.87
0.23586016,0.387
0.27402758,-0.473
0.33329327,-0.173
0.03409747,0.849
0.03913931,-0.478
0.19521067,0.607
-0.16516302,0.028
-0.0348742,-0.291
0.17525794,0.056
0.27991693,-0.433
0.39622221,0.587
0.06273063,-0.572
-0.48876881,-0.473
0.03741474,0.305
0.10494948,0.001
-0.13315832,0.37
0.14937855,0.061
-0.16026284,0.13
0.37093966,-0.024
0.43759804,-0.762
0.05057582,0.359
0.22972042,-0.398
0.17133691,0.209
0.0671006,1.416
0.08568718,-0.473
0.16067174,-0.289
0.29636741,0.493
0.1622214,0.561
-0.22364102,0.01
0.15531849,-1.074
0.21379922,-0.635
0.33588142,0.497
-0.01151563,0.357
0.35063042,1.357
-0.13544972,0.383
0.04438991,1.187
0.23673786,-0.013
0.28555954,0.274
0.20194831,0.693
-0.11058586,-0.356
-0.34737437,-0.025
0.39703456,-0.31
0.24435258,0.937
0.33822881,0.233
0.48042561,-0.473
0.50687346,-0.638
-0.20852482,-0.13
-0.19589296,-0.213
0.73119838,0.356
0.28585714,1.216
0.10036468,1.275
0.07668544,-0.739
-0.09159931,0.729
0.04000395,-0.559
0.32952824,-0.253
-0.28702551,0.143
0.30043612,-0.318
0.12682473,0.628
-0.1857317,0.219
0.73830528,0.078
-0.04977638,-1.241
-0.14031104,0.286
-0.1444989,-0.705
0.31084404,0.072
0.06003376,0.236
0.32539726,-0.67
0.18192158,-0.251
-0.268621,-0.177
0.26028777,-0.594
-0.37463845,0.855
0.21328927,0.232
0.3064701,-0.662
0.01927584,-0.003
0.25935966,-0.643
0.18482007,-0.716
0.02262068,-1.489
0.04675855,1.402
-0.23102969,0.549
0.11240386,-0.153
-0.1904514,0.983
0.10843913,0.462
-0.01059471,0.075
0.47987409,0.766
-0.15370237,0.449
0.06915584,0.796
0.14443809,1.012
-0.39424571,-1.265
0.38454053,0.52
-0.13073738,-0.267
-0.19803093,-0.473
-0.19483824,2.187
0.12292131,1.139
0.02116384,0.41
0.00255118,0.36
-0.28896821,0.886
0.42489231,-0.362
0.23874298,-0.582
0.08518053,0.236
0.44162154,0.423
0.00294142,-0.209
0.28517084,1.442
-0.18586691,-0.051
0.13168978,-0.653
-0.23564543,0.23
-0.05660146,-0.473
0.04059862,0.786
-0.18721526,0.072
-0.22448621,0.273
0.13891955,-0.379
-0.17209628,-0.673
0.34550722,0.558
0.40770192,1.2
0.15823443,-0.988
0.32978542,-1.186
0.28257203,1.548
-0.09414159,-0.842
-0.20336808,0.984
0.12906113,-0.268
0.10534785,0.758
0.26468591,0.408
0.04404512,-0.33
-0.01657367,-1.018
-0.04011486,-0.735
-0.32827021,1.156
0.15067748,-0.978
0.20657778,0.731
-0.44261598,0.036
-0.11636148,0.03
0.17348875,-0.667
-0.19115652,0.564
-0.35114636,-1.028
0.08751156,-0.473
0.02960364,0.441
0.16500693,-0.608
-0.10628472,0.068
0.27561084,0.381
-0.09613727,-1.096
-0.23677919,-0.473
0.2215631,1.774
0.23724682,-0.71
-0.2374457,-0.799
-0.27551913,-0.26
-0.07409187,0.898
-0.36376744,-0.05
0.02965899,-0.753
0.47723992,1.189
0.12293063,-0.654
0.17671623,-0.111
-0.03113602,-0.695
0.33344465,1.501
-0.09084899,-0.673
0.05759902,1.143
0.2097982,0.041
-0.012622,2.437
-0.39261362,-0.306
0.21290484,0.087
0.27375797,1.294
0.39120901,0.046
0.33329204,-0.403
0.13422187,-0.806
0.14888551,-0.621
0.42073369,0.854
-0.3155458,0.502
0.17885946,1.181
0.3032277,0.743
0.69991942,-0.678
-0.21095296,1.975
0.69456522,-0.473
0.30892463,0.112
0.46865454,0.512
-0.35944328,0.955
0.28402263,-0.636
-0.24333177,-0.886
-0.04991451,0.116
0.10363225,-1.094
0.41152388,1.423
-0.42973797,0.105
-0.01655934,-0.698
0.05457158,-0.391
0.41419542,-0.699
0.26572494,0.854
0.27002953,2.492
0.43873531,-0.473
0.27624077,-0.82
-0.28155442,-0.304
-0.25952746,0.618
0.1672052,0.069
-0.44527544,-0.358
-0.0733123,0.797
-0.09795855,-0.643
0.12585527,0.093
0.22510217,-0.801
0.28665289,-0.808
0.02405696,1.247
0.29405972,-0.118
0.35876499,0.118
-0.08686953,0.141
-0.25089786,0.072
0.25605424,1.029
-0.04948536,-0.559
-0.40290933,-1.271
0.02279865,0.071
0.59306587,1.296
0.33683853,0.702
0.38864266,0.008
-0.0046,-0.008
-0.31637464,0.597
0.16857531,-0.684
-0.103295,-0.7
0.24379473,1.05
0.45171768,0.346
-0.07394476,1.387
0.18224844,0.041
0.22724264,0.766
0.24564381,0.072
0.07265725,-0.39
-0.17041525,-0.037
-0.19060893,-0.626
0.46658443,-0.657
-0.13362669,-0.012
0.31970074,0.637
0.17519602,-0.343
-0.14273022,-0.104
0.11348788,0.075
-0.08722454,-1.141
-0.05875789,-0.81
-0.00249934,0.66
0.34570673,1.04
-0.39957182,-0.619
0.11450269,0.833
0.0854567,0.021
-0.07774795,0.616
0.00923925,-0.324
-0.23147198,-0.641
0.25177142,0.173
0.31952664,0.224
-0.22780351,1.08
-0.10558566,0.314
-0.02722331,0.89
0.11651752,-0.975
0.32282768,0.338
-0.09276116,0.877
-0.01175592,0.419
0.26541257,-0.473
0.06585245,0.503
0.10535425,0.061
-0.30061146,-0.843
0.01641366,-0.074
0.08519571,-0.698
-0.02163914,-0.473
0.29697102,-0.535
-0.1543518,0.495
0.07930647,0.365
0.13661347,-0.957
-0.1754045,-0.223
0.00695084,-0.363
0.20382408,-0.473
0.14123071,0.896
-0.03573568,-1.058
0.506433,0.414
-0.25347677,-0.375
0.07715971,-0.313
0.6864052,0.564
0.46465641,-0.042
-0.12900226,0.848
-0.23796848,-0.178
0.22469739,-0.473
-0.33884655,-0.029
0.54859881,0.094
-0.17259006,-0.108
0.17011023,-0.636
-0.08620394,1.444
-0.03527462,-0.304
0.1770949,-0.053
-0.10976529,-0.64
0.09535712,0.53
0.0275856,0.03
-0.4281295,-0.473
0.01719621,0.228
0.34107639,0.016
0.72607885,0.752
-0.07647588,0.654
-0.16799141,0.069
0.35371641,-0.688
0.39813975,-0.473
-0.010806,0.288
-0.24297017,1.034
0.21175283,-0.298
-0.16295075,-0.635
0.179731,0.397
0.09440071,-0.321
0.00060348,-0.417
-0.09785737,-0.981
0.35819546,0.811
-0.31706886,1.366
-0.64149822,-0.702
0.02154281,1.572
-0.30630222,-0.473
-0.03564925,-0.446
0.08815131,1.255
0.26283135,0.152
0.29534506,0.022
-0.31306162,-0.473
0.77715419,2.126
0.07622945,-0.164
-0.33750481,1.023
-0.1393171,1.079
0.09839733,-0.394
0.43622874,0.999
0.02620634,-0.966
-0.52980318,-0.473
0.03020904,-0.928
0.85113333,0.532
0.03273123,0.435
0.27557907,-0.126
-0.25714699,0.481
0.42099522,0.892
0.22870107,-0.473
-0.35643225,-0.71
0.20388518,0.163
0.06744101,0.907
-0.02523712,-0.962
0.0308333,-0.483
0.42152379,0.913
-0.4143484,0.072
-0.10082264,0.443
-0.26014614,0.476
-0.19258217,-0.129
0.07561807,-0.34
-0.22580231,0.193
-0.05158846,0.931
-0.12917633,0.072
0.31339164,1.497
-0.24573583,-0.708
0.5042678,0.686
0.03725729,0.16
0.36703901,-0.603
0.58518617,0.321
0.18897648,-0.832
0.27581838,0.348
0.22084179,-0.651
0.13710087,1.588
