prediction,true
0.1648002,-0.208
0.30965162,0.276
0.22915926,-0.073
0.5069561,0.705
0.74334592,-1.399
0.46308285,-0.368
0.10496623,-0.014
0.33382649,-0.208
-0.3674837,-0.445
0.24084785,-0.581
0.68460799,1.167
-0.11188891,-0.224
-0.03902039,-0.123
0.61639919,-0.208
-0.16656753,-0.576
-0.17195785,-0.657
-0.11875079,-0.049
0.16812269,-0.221
0.09291396,0.091
-0.34347907,-0.516
0.37832288,-0.537
0.11561038,-0.377
-0.07103044,-0.208
0.07253766,-0.208
-0.27954326,0.954
-0.25730849,0.067
0.00084529,-0.252
0.27718135,0.176
0.55512804,-0.895
-0.25380175,-0.505
0.12192715,-0.454
0.3822098,-0.409
0.24340175,-0.208
0.08123706,-0.428
-0.04532462,-0.178
-0.13171366,-0.527
0.06017021,-0.258
0.27399882,-0.232
0.24924264,0.629
0.26870159,2.787
0.06742521,-0.147
0.01925168,1.422
0.4286634,1.13
-0.5093735,-0.958
-0.31341793,-0.77
-0.30166127,0.273
-0.20924509,-0.382
-0.1163411,-0.597
0.5159961,0.405
-0.13983971,0.23
0.28518171,-0.159
0.06336858,-0.516
-0.32954812,-0.512
0.20373367,-0.953
0.17771502,0.55
-0.24070848,-0.587
-0.1486136,-0.657
-0.28281679,0.102
-0.00704145,-0.208
0.13063987,-0.333
0.31450457,0.807
-0.11002253,-0.385
0.50770496,0.298
0.27049531,-0.229
0.51833243,0.614
0.01207708,-0.354
-0.21076171,-0.196
-0.52882916,-0.445
0.02712009,0.096
-0.25175466,-0.499
0.16137297,0.185
-0.11664963,-0.208
-0.11810435,-0.044
-0.18097086,-0.078
0.30850787,1.027
-0.6595783,0.235
-0.0490067,-0.607
0.13486165,-0.472
-0.49107234,-0.472
-0.19458177,-0.713
0.0307366,0.323
0.01284249,-0.492
0.12173277,-0.863
-0.00927282,-0.37
0.18801297,-0.14
-0.10472716,-0.326
0.03965581,0.233
0.29534744,0.894
-0.16745807,-0.773
-0.24873871,-0.798
-0.19428964,0.218
-0.20367696,-0.208
-0.02385519,-0.562
-0.54999106,1.217
-0.03306255,-0.36
0.18510838,0.002
-0.0465676,1.248
-0.05638879,-0.85
0.28390899,-0.473
-0.48908344,-1.359
-0.18521178,-0.228
-0.34169614,-1.13
-0.05747393,-0.095
0.18150935,-0.483
-0.14007907,-0.208
-0.40010705,-0.515
-0.33795139,0.735
-0.14361654,-0.461
-0.35709234,-1.748
-0.35009846,-0.427
-0.36315051,-0.249
0.12190308,-0.208
-0.28091772,-0.136
-0.14251755,-0.053
0.07938749,-0.992
0.04622806,-0.786
0.0481504,0.577
-0.14458279,-0.326
0.03669736,-0.208
0.09103434,0.802
-0.18177542,-0.294
0.01357624,0.617
-0.06153882,0.032
0.08666328,-1.014
0.37643937,0.782
-0.00199999,-0.495
0.73381717,-0.446
-0.36533377,-0.247
-0.12313593,0.758
-0.15285989,-0.272
0.19225686,1.604
0.37236672,0.503
-0.28992878,-0.333
-0.07941974,-0.42
0.40584483,-0.128
-0.01884245,-0.336
-0.06660114,-0.683
0.13046963,0.163
0.02842205,0.007
0.21402065,-0.327
0.04215948,-0.529
-0.34441502,1.542
0.29553757,-0.878
-0.10252992,0.495
-0.24205447,0.482
0.08228392,-0.101
0.0138046,-0.071
-0.18036127,-0.669
0.05012119,-0.11
-0.11144506,0.035
0.07535612,0.059
0.03231192,-1.679
-0.11377428,-0.249
0.23984008,-0.41
-0.48855276,-0.208
-0.01162141,0.103
-0.17959079,-0.336
-0.17288145,0.04
0.02231927,0.761
0.23811803,-0.649
0.02772178,0.362
-0.10269548,0.252
0.02610312,0.915
0.23105804,-0.212
0.18645463,0.371
0.09496171,0.034
0.22111932,0.367
-0.02990364,0.532
-0.02724394,-1.093
-0.18709669,-0.146
0.06772899,-0.578
0.01208386,-0.122
0.34405116,0.273
-0.13509339,-0.294
-0.2593294,-0.264
0.39558649,0.586
-0.07730201,-0.549
0.23926906,-1.111
-0.18408931,-1.698
-0.24818407,-1.093
0.32585603,0.126
0.25584694,-0.26
0.07818792,-0.365
-0.11337998,-0.103
-0.10861463,-0.232
-0.23338762,-0.208
0.10863685,0.315
-0.22921772,2.125
0.40780345,-0.668
0.04817972,0.649
-0.11829551,-0.999
0.73550823,0.085
-0.02960634,-0.208
0.15284755,-0.38
0.07852947,-0.263
0.10379855,-0.765
0.13640314,2.787
0.02383923,-0.367
0.2352255,-0.354
-0.37547184,0.704
-0.02540737,-0.208
-0.32777694,-0.891
0.28311035,-0.619
-0.18860621,-0.208
-0.06350453,-0.415
-0.21229608,1.082
0.4152746,0.438
-0.30394111,0.142
0.17353786,0.655
0.21449719,-0.593
-0.49337134,-0.418
0.31748715,0.751
-0.53523299,-0.444
0.55358169,-0.208
-0.73638163,0.907
-0.37887894,-0.4
-0.41635069,0.781
0.17368569,0.597
0.42696711,-0.862
0.08242626,0.988
-0.14326353,0.194
0.02454951,1.933
-0.24027656,-0.425
-0.1849744,0.371
-0.09065376,-0.8
-0.05427784,0.258
0.19200751,-0.208
-0.08149497,0.553
-0.31527546,1.527
-0.01054293,-0.748
0.15294953,-0.427
0.27017259,0.087
-0.06739559,0.801
0.46239064,0.553
0.45763524,-0.768
0.22179385,-0.387
-0.0055327,0.279
-0.3021398,1.063
-0.2832314,0.207
-0.05292742,0.646
0.11692904,2.262
-0.12335392,-0.208
-0.00541529,-0.612
0.20196529,-0.247
-0.13251199,-0.314
0.0547443,-0.208
-0.09741977,0.88
0.15410221,-0.568
0.08952938,-0.208
0.07320895,0.974
-0.06722614,0.035
-0.31592395,1.199
0.16658676,-0.45
0.48785239,-0.949
-0.11385436,-0.526
0.32321639,-0.208
-0.22525977,-1.256
0.40174889,-0.241
0.63488709,-0.142
0.01721472,-0.155
-0.18455986,0.294
-0.0107963,0.72
0.18625075,0.241
-0.10096338,-0.703
0.10776604,-0.208
0.05193849,1.952
0.01091157,-0.456
0.52393267,0.735
-0.1052506,-0.738
-0.42647927,-0.445
0.06640812,-0.222
-0.40116932,-0.865
0.22691678,0.325
0.18515086,0.724
-0.00817533,0.816
0.09675696,0.227
-0.11249606,-0.202
0.27054712,-0.603
-0.23181904,-0.563
0.61350807,-0.057
0.03370746,-0.64
-0.19179348,-0.227
-0.06271975,0.061
0.06819609,0.687
-0.03166386,-0.504
0.26950659,-0.052
0.15749294,-0.564
-0.37228458,-0.43
-0.36023996,0.225
-0.1376774,-0.037
-0.16411255,0.634
-0.37729258,0.595
0.23864963,-0.208
0.04965341,1.193
0.25320747,-0.561
0.44495045,-0.47
-0.252614,-0.573
-0.09082693,-0.642
0.16804772,1.828
0.69350992,1.485
-0.11432445,-0.514
0.23004646,-0.335
0.24867772,-0.667
0.10978405,-0.178
-0.02819811,-0.134
0.01563154,0.056
0.32907939,-0.168
-0.07861804,0.475
0.01717326,-0.806
0.31043291,0.536
0.13517413,-0.48
-0.15246576,0.101
0.03168982,-0.345
-0.07841646,-0.461
0.37964355,1.378
-0.2706197,-0.268
0.49018289,-0.62
-0.16362355,0.015
-0.16220422,-0.178
0.39017613,0.084
0.19904107,-0.713
0.2049103,-0.247
-0.20153838,-0.731
0.27028656,-0.56
0.40229435,0.234
0.14542395,0.772
0.3598323,-0.095
0.25053918,0.519
-0.01607129,-0.145
0.11890203,-0.55
0.15382595,-0.263
0.00839516,1.082
0.07724129,-0.533
0.16579886,-0.393
0.40090235,0.525
0.69557644,1.313
0.15688004,1.338
0.27820114,0.484
-0.3137488,-0.655
-0.1141513,0.022
-0.2777549,-0.188
-0.21833823,0.538
0.30286081,1.039
0.03545607,-0.208
-0.2179236,-0.318
-0.21220141,-0.529
0.51932664,1.292
0.44466905,0.33
0.10080713,-0.491
-0.13731402,0.843
-0.24056455,-0.249
-0.01019386,-0.437
0.36335234,-0.247
0.8481902,1.021
0.00783632,-0.37
0.04903319,-0.249
0.06697548,-0.081
0.44269561,-0.871
-0.13452325,0.082
-0.05283365,0.519
-0.58282054,-0.208
0.17343253,-0.208
-0.06563205,0.558
0.19773208,-0.208
-0.00379951,1.69
0.28686108,1.098
-0.25489883,-0.655
-0.26952196,0.262
0.18850004,0.642
-0.01781506,-0.543
0.31390805,1.605
0.21490691,1.07
-0.05924556,0.573
-0.37215809,-0.208
-0.25673987,-0.74
-0.02253464,0.552
-0.37062869,0.467
-0.25287637,-0.43
0.24351117,1.865
-0.33003653,0.371
-0.22414507,-1.424
-0.37949036,0.276
-0.52471795,0.27
-0.06299512,-0.129
0.55112186,-0.208
-0.13413826,0.631
0.06379142,-0.585
-0.31262336,0.513
-0.08856282,-0.422
-0.04268389,1.463
-0.31205961,0.785
0.18948554,1.33
-0.15666432,-0.908
0.48682993,0.614
0.12542736,0.919
0.03578982,0.141
-0.04893921,-0.208
-0.12262611,-0.21
-0.67012641,-0.102
0.34673072,1.293
0.35172447,0.321
0.05792496,0.335
0.75221908,-0.147
-0.24083202,-0.035
0.10590534,-0.282
-0.20483729,-0.795
0.22279819,-0.936
-0.06415257,0.37
0.39641864,0.05
-0.25473461,0.028
-0.22023356,-0.025
0.25617648,0.541
-0.08642735,-0.189
-0.41889631,0.677
-0.00920358,-0.95
0.03957524,-0.749
-0.5005871,-0.208
0.31222609,-0.415
0.10642854,1.192
0.07708504,0.205
0.08612545,-0.162
-0.23204989,0.34
-0.30930851,-0.395
0.02159646,-0.099
-0.01584657,0.865
0.04338661,0.101
0.001791,-0.132
0.13339405,-0.423
0.01516139,0.315
0.07524864,1.387
0.86421796,1.106
-0.07920268,-0.196
0.10627704,0.041
-0.01046783,-0.524
-0.21341047,0.879
-0.27831829,-0.247
-0.00400563,-0.353
-0.36520216,-0.489
-0.07830124,0.973
0.36675938,-0.215
-0.01742745,0.46
0.36946244,0.201
-0.04522457,-0.459
-0.10373092,1.002
0.26216389,-0.264
-0.2871815,-0.446
0.09949473,-0.544
-0.03071207,-0.071
0.05524053,-1.055
0.37301877,-0.414
-0.15388045,-0.334
-0.00759381,0.226
-0.26082554,-0.397
-0.2671789,-0.249
-0.01522885,-0.411
-0.04624956,0.516
0.01240098,0.331
-0.09924017,0.067
