prediction,true
0.12794087,-0.189
0.13541843,0.319
-0.03384108,-0.189
0.01739115,-0.686
-0.11391355,1.314
-0.23002459,0.773
0.19901302,-0.742
-0.2119866,0.621
0.12698827,0.716
-0.04444511,-0.62
-0.05049556,0.315
-0.03627102,0.222
-0.54415441,-0.189
-0.07980501,-1.139
-0.13002816,1.121
0.19448331,1.809
-0.19233215,-0.396
0.19952428,-0.709
-0.09773173,-0.216
-0.31885347,-1.137
0.01532403,-0.959
-0.1972922,-1.111
0.11369156,-0.271
0.16898963,-0.189
-0.07399729,0.252
0.06282936,0.655
-0.06817659,-0.087
-0.14990382,-0.916
-0.1877408,1.569
-0.12741144,0.203
-0.48508965,-0.594
-0.32077719,-0.78
-0.69232236,-0.769
-0.06293481,-0.616
0.12368567,0.664
0.09687134,-0.189
-0.21035818,-0.635
-0.42270944,-0.423
-0.16317746,1.032
0.00824745,0.1
-0.21988169,-1.578
-0.47266048,-0.399
-0.21730981,0.511
-0.00457384,-0.498
-0.29828384,-0.383
0.16468642,-0.136
-0.14414092,-0.495
-0.23499078,-0.806
-0.44498474,0.48
-0.15455515,-0.379
0.02569687,-0.44
0.13096042,0.514
-0.11830009,1.62
-0.26601546,0.346
-0.30810682,0.898
-0.05048802,-0.189
-0.68882522,-0.404
0.1090282,-0.341
0.20619724,0.162
-0.50782204,-0.612
-0.06929569,0.873
0.09497522,1.03
-0.02014751,-0.558
-0.17365441,-0.782
-0.40070588,-0.293
0.04253914,-0.58
-0.09348723,0.25
-0.51894016,-0.836
-0.08760766,-0.394
0.59111817,0.475
-0.30108097,0.416
-0.02473017,1.744
0.12153088,2.207
-0.02850159,-0.184
-0.11294805,-0.225
-0.24387717,-0.007
-0.19584947,0.076
-0.00591829,-0.74
-0.20260071,-0.49
0.15804152,-0.341
0.43941088,0.372
-0.25196074,0.677
-0.64037847,-0.44
-0.19092297,-0.241
-0.57497657,1.147
-0.35284173,-0.206
-0.18393214,-1.123
-0.02214924,-0.227
0.11387865,0.129
-0.01158385,0.997
0.03041874,-0.441
-0.10896883,0.838
-0.02747405,-0.227
-0.42691982,-0.378
0.24290786,-0.301
0.0934579,0.288
-0.17620134,-0.506
0.24906703,0.203
-0.26659108,-0.916
-0.12652875,-0.349
-0.1206754,-0.189
-0.35002528,1.097
0.11974776,0.471
0.10897294,0.238
-0.19330321,-0.331
0.10255836,0.159
-0.38841244,-0.47
0.21614662,1.151
-0.08667597,-1.288
-0.20692516,-0.49
0.46349239,1.031
-0.1139473,-0.082
-0.01770046,-0.733
-0.309481,-0.426
0.23770259,0.587
-0.24709575,-0.189
0.09314251,1.095
0.02099964,-0.225
-0.02299835,0.774
0.06790387,-0.744
0.14192821,0.789
-0.19714483,1.64
-0.20929845,0.561
-0.54291557,-0.758
-0.35433641,0.071
-0.34722168,0.187
0.02051248,0.559
0.17127119,-0.319
0.19688515,1.378
-0.16841047,0.392
-0.51260223,-0.681
0.0161892,0.099
0.15586263,0.771
-0.03459735,0.21
-0.15329946,-0.262
-0.48303531,0.169
0.20130316,0.639
0.2818087,0.379
0.07706063,-0.248
-0.52984703,0.15
0.15705919,0.32
0.03795628,-0.469
-0.28451897,-0.189
0.34039163,-0.692
-0.13522439,-1.48
0.06766,0.347
-0.24544789,-0.424
0.15475095,0.664
0.01960411,-0.189
-0.4179926,-0.332
-0.33606155,-0.49
-0.07283505,-0.295
0.11238059,-0.251
0.25781575,-0.793
-0.09236665,0.588
-0.1791286,0.645
-0.44819959,-1.052
-0.12815177,1.625
-0.31772129,-0.408
-0.00808219,-0.321
-0.40324052,-0.669
-0.10171956,0.238
-0.13003192,-0.105
-0.1955429,-0.497
0.2978844,-0.734
-0.00104651,-0.575
-0.36906912,1.016
-0.17149614,0.921
