,diagnosis,age_group,diagnosis:age_group
0,3.77624340637019, 1.54993204495453, 3.06388372329122
1,0.0142949461318539, 1.03481542753261, 0.136844522469493
2,0.0278226806200562, 8.52519101450716e-06, 0.274650243588766
3,1.0739828120083, 0.0859613834434257, 0.899640255198926
4,0.337927240359456, 2.11028513963551, 3.82844726936586
5,0.111274601425132, 2.64259302040242, 0.67890698387725
6,0.593628900683069, 0.00068877202717627, 0.342316093857901
7,NaN, NaN, NaN
8,2.3144017689302, 1.0760752146412, 2.48215083955626
9,0.343376517670101, 0.802796347108391, 0.0441967253165418
10,5.44502047352264, 0.0417156522664159, 0.757062526989446
11,0.276283721901339, 1.02707039833218, 0.624952924696014
12,3.74575509075485, 1.26101694742731, 3.04924456694697
13,3.86624067950752, 0.732415245991229, 2.21458516341487
14,4.25484461936768, 0.267447855979227, 1.21468344318142
15,4.4929561042651, 0.014870031596006, 0.529965845448286
16,4.07532598495009, 0.0996707240545657, 0.139338775507827
17,3.45490299063023, 0.537237023266308, 0.000747302871024336
18,2.80676570920846, 1.08224154882613, 0.0902526404397355
19,2.19257031513655, 1.33087868764788, 0.314286772581044
20,1.68911367379575, 1.31457299325758, 0.500932575439654
21,NaN, NaN, NaN
22,NaN, NaN, NaN
23,NaN, NaN, NaN
24,NaN, NaN, NaN
25,NaN, NaN, NaN
26,NaN, NaN, NaN
27,NaN, NaN, NaN
28,NaN, NaN, NaN
29,NaN, NaN, NaN
30,NaN, NaN, NaN
31,NaN, NaN, NaN
32,NaN, NaN, NaN
33,NaN, NaN, NaN
34,NaN, NaN, NaN
35,NaN, NaN, NaN
36,NaN, NaN, NaN
37,NaN, NaN, NaN
38,NaN, NaN, NaN
39,NaN, NaN, NaN
40,NaN, NaN, NaN
41,NaN, NaN, NaN
42,NaN, NaN, NaN
43,NaN, NaN, NaN
44,NaN, NaN, NaN
45,NaN, NaN, NaN
46,NaN, NaN, NaN
47,NaN, NaN, NaN
48,NaN, NaN, NaN
49,NaN, NaN, NaN
50,NaN, NaN, NaN
51,NaN, NaN, NaN
52,NaN, NaN, NaN
53,NaN, NaN, NaN
54,NaN, NaN, NaN
55,NaN, NaN, NaN
56,NaN, NaN, NaN
57,NaN, NaN, NaN
58,NaN, NaN, NaN
59,NaN, NaN, NaN
60,NaN, NaN, NaN
61,NaN, NaN, NaN
62,NaN, NaN, NaN
63,NaN, NaN, NaN
64,NaN, NaN, NaN
65,NaN, NaN, NaN
66,NaN, NaN, NaN
67,NaN, NaN, NaN
68,3.42656110957914, 1.30835686697928, 2.95709137936349
69,2.97608443615541, 0.94392080039282, 2.79049049871048
70,2.49243629747113, 0.602730832896958, 2.48259360585857
71,2.13437372575873, 0.409511349794091, 1.94355924186026
72,1.97779830016652, 0.35506217499449, 1.32055606673415
73,1.9964063103759, 0.369811261485157, 0.783019277076518
74,2.09537442877086, 0.433058615358738, 0.467557015845426
75,2.17912746963189, 0.60808122135439, 0.397060536302524
76,2.05836550148774, 1.01738851914857, 0.516597020321015
77,1.55700379948986, 1.72292801018292, 0.854903134963032
78,0.892925301511696, 2.50776569208168, 1.40192663717746
79,0.490399300369684, 2.95421183693494, 1.96270377438692
80,0.466165308987362, 3.03235653457176, 2.28459013144743
81,0.92401425109095, 2.91579747769733, 2.13129679188118
82,2.11440877184476, 2.78815867805879, 1.5088414094672
83,3.85194127800141, 2.74349674546894, 0.775971220186205
84,5.39561478216667, 2.76598809504367, 0.24566580234173
85,6.16335941354351, 2.8385495230101, 0.0200850661627263
86,6.23159789733403, 2.89064515303148, 0.0204482567440095
87,5.83745486710055, 2.8481772645621, 0.109243895642476
88,5.11427296184346, 2.58280404316358, 0.168482850924559
89,4.28976727223417, 2.01009328764323, 0.140307228128356
90,3.45240784775926, 1.23714687669462, 0.0575616355783504
91,2.6864254278068, 0.615525204287503, 0.000519785882058998
92,1.89062347151249, 0.289226564639515, 0.0353878339630497
93,1.16074030888332, 0.187112328349944, 0.104591057013914
94,0.581878102342607, 0.262539013468733, 0.129758359900156
95,0.263212119961522, 0.41210852593119, 0.113060583904019
96,0.128111916785671, 0.428867957933734, 0.13265018678158
97,0.104219792622891, 0.274309410586378, 0.222465195490743
98,0.116127267456657, 0.150397971846777, 0.329919435731902
99,0.133348403551695, 0.090420801798923, 0.431176375649316
100,0.142009481083531, 0.064054059100855, 0.531909328305988
101,0.150022776493141, 0.0717911259211257, 0.582430538600992
102,0.18163470443126, 0.121638675588247, 0.506082002355849
103,0.25417105481727, 0.2111687328086, 0.320574543659823
104,0.384343772226761, 0.3436743100219, 0.113759699664673
105,0.595201206527304, 0.451362938896607, 0.00654713796988512
106,0.904915203790448, 0.387781198380254, 0.0187284107198939
107,0.91058157353537, 0.228080441323125, 0.0493722990367876
108,0.42085151779762, 0.083237103209109, 0.0215268802117838
109,0.0154958256316304, 0.00761707349690973, 0.00137595243032015
110,0.0497005510382402, 0.0162945107867515, 0.0193816337657287
111,0.0613637121329718, 0.0409928109904205, 0.046810183149552
